Status	Duration	Credit-history	Purpose	Credit	Savings-account	Employment	Installment-rate	Personal-status	Debtors	Residence-time	Property	Age	Installments	Housing	Existing-credits	Job	Liable-people	Telephone	Foreign	class
1	21.0	4	0	1188.0	1	2	2.0	0	2	4.0	0	39.0	1	1	1.0	1	2.0	1	1	0
0	40.0	2	2	5998.0	1	0	4.0	3	2	3.0	2	27.0	0	1	1.0	1	1.0	0	1	0
2	36.0	2	3	7127.0	1	1	2.0	0	2	4.0	0	23.0	1	2	2.0	1	1.0	0	1	0
0	15.0	2	3	1478.0	1	2	4.0	3	2	4.0	1	44.0	1	1	2.0	1	2.0	0	1	1
2	18.0	4	3	2515.0	1	0	3.0	3	2	4.0	3	43.0	1	1	1.0	1	1.0	0	1	1
1	20.0	3	9	7057.0	4	3	3.0	3	2	4.0	0	36.0	0	2	2.0	0	2.0	0	1	1
1	12.0	4	0	1037.0	2	3	3.0	3	2	4.0	3	39.0	1	1	1.0	3	1.0	1	1	1
2	36.0	3	3	7678.0	0	3	2.0	0	2	4.0	1	40.0	1	1	2.0	1	1.0	0	1	1
2	18.0	2	4	1055.0	1	1	4.0	0	2	1.0	0	30.0	1	1	2.0	1	1.0	1	1	1
1	9.0	4	6	458.0	1	0	4.0	3	2	3.0	3	24.0	1	1	1.0	1	1.0	1	1	1
1	8.0	4	6	760.0	1	3	4.0	0	1	2.0	3	44.0	1	1	1.0	3	1.0	1	1	1
2	12.0	4	6	2171.0	1	1	2.0	0	2	2.0	1	29.0	0	1	1.0	1	1.0	1	1	1
2	15.0	4	4	3556.0	4	0	3.0	3	2	2.0	2	29.0	1	1	1.0	1	1.0	1	1	1
1	12.0	4	6	1567.0	1	0	1.0	0	2	1.0	1	22.0	1	1	1.0	1	1.0	0	1	1
2	6.0	2	3	1221.0	4	0	1.0	2	2	2.0	0	27.0	1	1	2.0	1	1.0	1	1	1
2	12.0	2	7	996.0	4	3	4.0	0	2	4.0	3	23.0	1	1	2.0	1	1.0	1	1	1
2	24.0	4	6	1311.0	2	3	4.0	2	2	3.0	0	26.0	1	1	1.0	1	1.0	0	1	1
2	6.0	2	4	362.0	2	0	4.0	0	2	4.0	1	52.0	1	1	2.0	3	1.0	1	1	1
0	6.0	2	6	1957.0	1	3	1.0	0	2	4.0	1	31.0	1	1	1.0	1	1.0	1	1	1
0	21.0	2	4	571.0	1	2	4.0	3	2	4.0	3	65.0	1	1	2.0	1	1.0	1	1	1
2	12.0	4	6	1262.0	1	0	3.0	3	2	2.0	1	25.0	1	1	1.0	1	1.0	1	1	1
2	10.0	4	8	894.0	4	3	4.0	0	2	3.0	0	40.0	1	1	1.0	1	1.0	0	1	1
2	12.0	4	6	2073.0	2	0	4.0	0	0	2.0	3	28.0	1	1	1.0	1	1.0	1	1	1
2	42.0	2	3	4042.0	0	0	4.0	3	2	4.0	3	36.0	1	1	2.0	1	1.0	0	1	1
0	15.0	4	4	1721.0	1	1	2.0	3	2	3.0	3	36.0	1	1	1.0	1	1.0	1	1	1
1	18.0	2	3	3612.0	1	2	3.0	0	2	4.0	0	37.0	1	1	1.0	1	1.0	0	1	1
2	36.0	4	0	5742.0	2	3	2.0	3	2	2.0	1	31.0	1	1	2.0	1	1.0	0	1	1
2	36.0	4	4	909.0	0	2	4.0	3	2	4.0	0	36.0	1	1	1.0	1	1.0	1	1	1
2	15.0	4	3	2708.0	1	1	2.0	3	2	3.0	0	27.0	0	1	2.0	3	1.0	1	1	1
2	11.0	4	0	2142.0	3	2	1.0	1	2	2.0	3	28.0	1	1	1.0	1	1.0	0	1	1
2	10.0	4	4	1418.0	2	0	3.0	3	2	2.0	3	35.0	1	2	1.0	3	1.0	1	0	1
3	18.0	4	3	3049.0	1	1	1.0	0	2	1.0	0	45.0	2	1	1.0	3	1.0	1	1	1
1	45.0	2	9	4576.0	2	4	3.0	3	2	4.0	1	27.0	1	1	1.0	1	1.0	1	1	1
0	6.0	2	4	3676.0	1	0	1.0	3	2	3.0	3	37.0	1	2	3.0	1	2.0	1	1	1
1	9.0	2	3	1919.0	1	3	4.0	3	2	3.0	1	35.0	1	2	1.0	1	1.0	0	1	1
0	12.0	2	4	2121.0	1	0	4.0	3	2	2.0	0	30.0	1	1	2.0	1	1.0	1	1	1
1	12.0	4	4	2002.0	1	3	3.0	3	2	4.0	0	30.0	1	2	1.0	1	2.0	0	1	1
2	6.0	4	6	1346.0	2	2	2.0	3	2	4.0	2	42.0	0	0	1.0	1	2.0	0	1	1
1	48.0	3	0	6681.0	4	0	4.0	3	2	4.0	2	38.0	1	0	1.0	1	2.0	0	1	1
2	33.0	2	9	7253.0	1	3	3.0	3	2	2.0	1	35.0	1	1	2.0	0	1.0	0	1	1
3	6.0	2	4	1299.0	1	0	1.0	3	2	1.0	3	74.0	1	1	3.0	2	2.0	1	0	1
1	12.0	2	1	1424.0	1	3	4.0	3	2	3.0	0	26.0	1	1	1.0	1	1.0	1	1	1
0	24.0	1	9	3632.0	1	0	1.0	0	1	4.0	1	22.0	0	2	1.0	1	1.0	1	0	1
0	24.0	1	3	2483.0	0	0	4.0	3	2	4.0	3	22.0	2	1	1.0	1	1.0	0	1	1
1	11.0	4	3	1577.0	3	1	4.0	0	2	1.0	3	20.0	1	1	1.0	1	1.0	1	1	1
0	30.0	4	9	3857.0	1	0	4.0	1	2	4.0	0	40.0	1	1	1.0	0	1.0	0	1	1
2	24.0	2	3	1585.0	1	3	4.0	3	2	3.0	0	40.0	1	1	2.0	1	1.0	1	1	1
2	18.0	4	6	2051.0	1	1	4.0	3	2	1.0	3	33.0	1	1	1.0	1	1.0	1	1	1
3	6.0	2	4	1323.0	2	2	2.0	1	2	4.0	1	28.0	1	1	2.0	1	2.0	0	1	1
2	24.0	2	9	2346.0	1	3	4.0	3	2	3.0	1	35.0	1	1	2.0	1	1.0	0	1	1
3	24.0	4	3	2892.0	1	2	3.0	1	2	4.0	2	51.0	1	0	1.0	1	1.0	1	1	1
2	15.0	1	6	1569.0	2	2	4.0	3	2	4.0	1	34.0	0	1	1.0	3	2.0	1	1	1
0	21.0	4	6	2606.0	1	1	4.0	0	2	4.0	0	28.0	1	2	1.0	0	1.0	0	1	1
1	30.0	1	3	3496.0	3	0	4.0	3	2	2.0	1	34.0	2	1	1.0	1	2.0	0	1	1
2	48.0	2	6	3578.0	4	2	4.0	3	2	1.0	3	47.0	1	1	1.0	1	1.0	0	1	1
2	24.0	4	9	9277.0	4	0	2.0	1	2	4.0	2	48.0	1	0	1.0	1	1.0	0	1	1
0	18.0	4	3	2659.0	3	0	4.0	3	2	2.0	1	28.0	1	1	1.0	1	1.0	1	1	1
2	18.0	2	6	1800.0	1	0	4.0	3	2	2.0	1	24.0	1	1	2.0	1	1.0	1	1	1
2	12.0	2	6	1655.0	1	2	2.0	3	2	4.0	3	63.0	1	1	2.0	3	1.0	0	1	1
2	12.0	4	2	1393.0	1	2	4.0	3	2	4.0	0	47.0	0	1	3.0	1	2.0	0	1	1
0	12.0	4	4	1168.0	1	0	4.0	2	2	3.0	3	27.0	1	1	1.0	3	1.0	1	1	1
1	15.0	2	6	1537.0	4	2	4.0	3	1	4.0	3	50.0	1	1	2.0	1	1.0	0	1	1
2	24.0	4	6	1901.0	2	0	4.0	3	2	4.0	1	29.0	1	2	1.0	0	1.0	0	1	1
2	24.0	4	3	3972.0	1	3	2.0	0	2	4.0	0	25.0	1	2	1.0	1	1.0	0	1	1
2	21.0	4	9	5248.0	4	0	1.0	3	2	3.0	1	26.0	1	1	1.0	1	1.0	1	1	1
2	9.0	4	3	1388.0	1	0	4.0	0	2	2.0	3	26.0	1	2	1.0	1	1.0	1	1	1
0	18.0	4	6	1936.0	4	3	2.0	2	2	4.0	1	23.0	1	2	2.0	3	1.0	1	1	1
1	24.0	4	6	2896.0	2	1	2.0	3	2	1.0	1	29.0	1	1	1.0	1	1.0	1	1	1
3	24.0	2	6	3148.0	4	0	3.0	3	2	2.0	1	31.0	1	1	2.0	1	1.0	0	1	1
0	24.0	4	3	4020.0	1	0	2.0	3	2	2.0	1	27.0	2	1	1.0	1	1.0	1	1	1
2	30.0	3	0	4272.0	2	0	2.0	3	2	2.0	0	26.0	1	1	2.0	3	1.0	1	1	1
2	12.0	2	6	930.0	4	2	4.0	3	2	4.0	3	65.0	1	1	4.0	1	1.0	1	1	1
3	6.0	2	2	1047.0	1	0	2.0	0	2	4.0	0	50.0	1	1	1.0	3	1.0	1	1	1
1	60.0	4	4	7408.0	2	1	4.0	0	2	2.0	0	24.0	1	1	1.0	0	1.0	1	1	0
2	27.0	4	4	2570.0	1	0	3.0	0	2	3.0	3	21.0	1	2	1.0	1	1.0	1	1	0
0	30.0	4	3	2406.0	1	3	4.0	0	2	4.0	3	23.0	1	2	1.0	1	1.0	1	1	0
0	18.0	2	7	1190.0	1	4	2.0	0	2	4.0	2	55.0	1	0	3.0	2	2.0	1	1	0
0	12.0	2	4	691.0	1	2	4.0	3	2	3.0	0	35.0	1	1	2.0	1	1.0	1	1	0
0	42.0	4	6	3965.0	1	1	4.0	3	2	3.0	1	34.0	1	1	1.0	1	1.0	1	1	0
1	12.0	4	6	766.0	0	0	4.0	3	2	3.0	3	66.0	1	1	1.0	3	1.0	1	1	0
0	24.0	4	4	2303.0	1	2	4.0	3	0	1.0	3	45.0	1	1	1.0	1	1.0	1	1	0
1	45.0	4	6	3031.0	2	0	4.0	3	1	4.0	0	21.0	1	2	1.0	1	1.0	1	1	0
2	18.0	0	0	4165.0	1	0	2.0	3	2	2.0	1	36.0	2	1	2.0	1	2.0	1	1	0
1	24.0	0	0	4241.0	1	0	1.0	3	2	4.0	3	36.0	1	1	3.0	3	1.0	0	1	0
0	12.0	0	4	1082.0	1	0	4.0	3	2	4.0	1	48.0	0	1	2.0	1	1.0	1	1	0
2	18.0	4	3	1533.0	1	1	4.0	2	0	1.0	0	43.0	1	1	1.0	3	2.0	1	1	0
0	18.0	4	3	2473.0	1	4	4.0	3	2	1.0	1	25.0	1	1	1.0	2	1.0	1	1	0
0	15.0	0	4	950.0	1	2	4.0	3	2	3.0	1	33.0	1	2	2.0	1	2.0	1	1	0
2	18.0	1	4	6458.0	1	2	2.0	3	2	4.0	2	39.0	0	1	2.0	0	2.0	0	1	0
1	24.0	2	5	11938.0	1	0	2.0	3	0	3.0	1	39.0	1	1	2.0	0	2.0	0	1	0
1	24.0	2	0	1935.0	1	2	4.0	1	2	4.0	3	31.0	1	1	2.0	1	1.0	0	1	0
1	48.0	4	6	10961.0	3	3	1.0	3	0	2.0	2	27.0	0	1	2.0	1	1.0	0	1	0
1	30.0	3	6	1919.0	2	1	4.0	3	2	3.0	2	30.0	2	1	2.0	0	1.0	1	1	0
1	48.0	2	3	5096.0	1	0	2.0	0	2	3.0	1	30.0	1	1	1.0	0	1.0	0	1	0
0	18.0	1	4	1442.0	1	3	4.0	3	2	4.0	2	32.0	1	0	2.0	3	2.0	1	1	0
0	21.0	3	2	3414.0	1	1	2.0	3	2	1.0	0	26.0	1	1	2.0	1	1.0	1	1	0
0	24.0	3	4	1333.0	1	4	4.0	3	2	2.0	3	43.0	1	0	2.0	1	2.0	1	1	0
0	24.0	4	6	1823.0	1	4	4.0	3	2	2.0	1	30.0	2	1	1.0	0	2.0	1	1	0
0	48.0	0	9	4605.0	1	2	3.0	3	2	4.0	2	24.0	1	0	2.0	1	2.0	1	1	0
1	18.0	4	4	1042.0	4	0	4.0	0	2	2.0	0	33.0	1	1	1.0	1	1.0	1	1	0
2	9.0	4	3	1980.0	1	1	2.0	0	0	2.0	1	19.0	1	2	2.0	1	1.0	1	1	0
0	36.0	4	2	1977.0	4	2	4.0	3	2	4.0	2	40.0	1	1	1.0	0	1.0	0	1	0
0	45.0	4	6	1845.0	1	0	4.0	3	2	4.0	2	23.0	1	0	1.0	1	1.0	0	1	0
1	9.0	4	4	3195.0	4	0	1.0	0	2	2.0	3	33.0	1	1	1.0	3	1.0	1	1	1
0	18.0	4	3	3650.0	1	1	1.0	0	2	4.0	1	22.0	1	2	1.0	1	1.0	1	1	1
3	15.0	4	0	2687.0	1	3	2.0	3	2	4.0	0	26.0	1	2	1.0	1	1.0	0	1	1
1	42.0	2	0	5954.0	1	3	2.0	0	2	1.0	3	41.0	0	1	2.0	3	1.0	1	1	1
1	9.0	4	6	2118.0	1	0	2.0	3	2	2.0	3	37.0	1	1	1.0	3	2.0	1	1	1
0	18.0	1	6	1940.0	1	1	3.0	3	0	4.0	2	36.0	0	0	1.0	0	1.0	0	1	1
1	20.0	4	9	6468.0	4	4	1.0	1	2	4.0	3	60.0	1	1	1.0	0	1.0	0	1	1
2	12.0	2	4	682.0	2	3	4.0	0	2	3.0	1	51.0	1	1	2.0	1	1.0	0	1	1
2	36.0	4	6	2299.0	0	2	4.0	3	2	4.0	1	39.0	1	1	1.0	1	1.0	1	1	1
2	24.0	2	3	2028.0	1	3	2.0	3	2	2.0	0	30.0	1	1	2.0	3	1.0	1	1	1
1	16.0	2	4	1175.0	1	4	2.0	3	2	3.0	1	68.0	1	0	3.0	2	1.0	0	1	1
2	15.0	2	9	3368.0	3	2	3.0	3	2	4.0	2	23.0	1	2	2.0	1	1.0	0	1	1
2	15.0	2	3	2788.0	1	3	2.0	0	0	3.0	1	24.0	0	1	2.0	1	1.0	1	1	1
1	11.0	3	6	4771.0	1	3	2.0	3	2	4.0	0	51.0	1	1	1.0	1	1.0	1	1	1
1	15.0	2	0	2326.0	0	0	2.0	3	2	4.0	1	27.0	0	1	1.0	1	1.0	1	1	1
0	12.0	4	3	708.0	1	0	2.0	3	1	3.0	0	38.0	1	1	1.0	3	2.0	1	1	1
2	24.0	4	0	1258.0	1	3	4.0	3	2	1.0	3	25.0	1	1	1.0	1	1.0	0	1	1
1	18.0	4	0	4439.0	1	2	1.0	3	0	1.0	3	33.0	0	1	1.0	0	1.0	0	1	1
1	8.0	4	0	907.0	1	1	3.0	2	2	2.0	3	26.0	1	1	1.0	1	1.0	0	1	1
1	9.0	4	6	1082.0	1	2	4.0	3	2	4.0	1	27.0	1	1	2.0	3	1.0	1	1	1
2	24.0	4	6	1413.0	1	0	4.0	2	2	2.0	0	28.0	1	1	1.0	1	1.0	1	1	1
2	12.0	2	6	618.0	1	2	4.0	3	2	4.0	3	56.0	1	1	1.0	1	1.0	1	1	1
2	12.0	4	3	1768.0	1	0	3.0	3	2	2.0	3	24.0	1	2	1.0	3	1.0	1	1	1
2	48.0	1	0	3609.0	1	0	1.0	0	2	1.0	3	27.0	2	1	1.0	1	1.0	1	1	1
1	60.0	3	6	7418.0	4	0	1.0	3	2	1.0	3	27.0	1	1	1.0	3	1.0	1	1	1
1	24.0	4	6	3758.0	0	4	1.0	0	2	4.0	2	23.0	1	2	1.0	2	1.0	1	1	1
0	9.0	2	4	2799.0	1	0	2.0	3	2	2.0	3	36.0	1	2	2.0	1	2.0	1	1	1
0	36.0	4	9	5493.0	1	2	2.0	3	2	4.0	2	42.0	1	0	1.0	1	2.0	1	1	1
1	9.0	4	6	790.0	0	0	4.0	0	2	3.0	3	66.0	1	1	1.0	3	1.0	1	1	1
3	10.0	4	4	3949.0	1	1	1.0	3	1	1.0	0	37.0	1	1	1.0	3	2.0	1	1	1
0	36.0	4	5	15857.0	1	4	2.0	1	0	3.0	1	43.0	1	1	1.0	0	1.0	1	1	1
0	12.0	2	6	385.0	1	3	4.0	0	2	3.0	3	58.0	1	1	4.0	3	1.0	0	1	1
1	24.0	3	6	6403.0	1	1	1.0	3	2	2.0	1	33.0	1	1	1.0	1	1.0	1	1	1
1	18.0	3	7	6204.0	1	0	2.0	3	2	4.0	3	44.0	1	1	1.0	3	2.0	0	1	1
2	10.0	4	4	1364.0	1	0	2.0	0	2	4.0	1	64.0	1	1	1.0	1	1.0	0	1	1
0	24.0	4	3	3149.0	1	1	4.0	3	2	1.0	2	22.0	0	0	1.0	1	1.0	1	1	1
2	18.0	2	9	3229.0	4	4	2.0	3	2	4.0	2	38.0	1	1	1.0	0	1.0	0	1	1
1	12.0	4	4	6078.0	1	3	2.0	3	2	2.0	1	32.0	1	1	1.0	1	1.0	1	1	1
2	27.0	2	3	4526.0	3	1	4.0	3	2	2.0	3	32.0	2	1	2.0	3	2.0	0	1	1
1	12.0	4	6	1103.0	1	3	4.0	3	1	3.0	3	29.0	1	1	2.0	1	1.0	1	0	1
1	26.0	4	9	7966.0	1	1	2.0	3	2	3.0	1	30.0	1	1	2.0	1	1.0	1	1	1
3	12.0	4	6	1881.0	1	0	2.0	0	2	2.0	1	44.0	1	2	1.0	3	1.0	0	1	1
2	36.0	2	6	3342.0	4	2	4.0	3	2	2.0	1	51.0	1	1	1.0	1	1.0	0	1	1
2	12.0	4	0	1076.0	1	0	2.0	2	2	2.0	3	26.0	1	1	1.0	1	1.0	0	0	1
2	18.0	4	6	1453.0	1	1	3.0	0	2	1.0	3	26.0	1	1	1.0	1	1.0	1	1	1
1	6.0	4	6	484.0	1	3	3.0	2	1	3.0	3	28.0	0	1	1.0	3	1.0	1	1	1
2	12.0	1	8	3447.0	0	0	4.0	0	2	3.0	3	35.0	1	1	1.0	3	2.0	1	1	1
2	18.0	4	3	3422.0	1	2	4.0	3	2	4.0	0	47.0	0	1	3.0	1	2.0	0	1	1
2	12.0	4	4	2859.0	4	4	4.0	3	2	4.0	2	38.0	1	1	1.0	0	1.0	0	1	1
2	24.0	4	9	7814.0	1	3	3.0	3	2	3.0	1	38.0	1	1	1.0	0	1.0	0	1	1
1	6.0	4	7	454.0	1	1	3.0	2	2	1.0	0	22.0	1	1	1.0	3	1.0	1	1	1
2	24.0	4	6	3430.0	0	2	3.0	3	2	2.0	1	31.0	1	1	1.0	1	2.0	0	1	1
2	6.0	0	6	426.0	1	2	4.0	2	2	4.0	1	39.0	1	1	1.0	3	1.0	1	1	1
3	12.0	4	3	1474.0	1	1	4.0	0	2	1.0	0	33.0	0	1	1.0	0	1.0	0	1	1
2	9.0	4	6	2697.0	1	0	1.0	3	2	2.0	3	32.0	1	1	1.0	1	2.0	1	1	1
1	12.0	2	6	3573.0	1	0	1.0	0	2	1.0	3	23.0	1	1	1.0	3	1.0	1	1	1
2	18.0	4	4	1820.0	1	0	2.0	2	2	2.0	0	30.0	1	1	1.0	0	1.0	0	1	1
3	10.0	2	6	1347.0	4	3	4.0	3	2	2.0	0	27.0	1	1	2.0	1	1.0	0	1	1
0	15.0	4	6	1053.0	1	1	4.0	2	2	2.0	3	27.0	1	1	1.0	1	1.0	1	0	1
2	15.0	4	4	3186.0	3	3	2.0	0	2	3.0	1	20.0	1	2	1.0	1	1.0	1	1	1
2	13.0	4	6	1409.0	2	4	2.0	0	2	4.0	3	64.0	1	1	1.0	1	1.0	1	1	1
0	6.0	4	4	1203.0	2	2	3.0	3	2	2.0	0	43.0	1	1	1.0	1	1.0	0	1	1
1	8.0	4	6	1414.0	1	0	4.0	3	1	2.0	3	33.0	1	1	1.0	1	1.0	1	0	1
2	27.0	4	7	5190.0	4	2	4.0	3	2	4.0	0	48.0	1	1	4.0	1	2.0	0	1	1
2	18.0	4	3	1984.0	1	0	4.0	3	2	4.0	2	47.0	0	0	2.0	1	1.0	1	1	1
1	12.0	2	9	1804.0	2	1	3.0	3	2	4.0	0	44.0	1	1	1.0	1	1.0	1	1	1
1	20.0	0	9	6148.0	2	2	3.0	2	2	4.0	1	31.0	0	1	2.0	1	1.0	0	1	1
2	12.0	4	9	4675.0	4	1	1.0	0	2	4.0	1	20.0	1	2	1.0	1	1.0	1	1	1
2	12.0	2	3	1935.0	1	2	4.0	3	2	4.0	3	43.0	1	1	3.0	1	1.0	0	1	1
2	6.0	4	6	1595.0	1	3	3.0	3	2	2.0	0	51.0	1	1	1.0	1	2.0	1	1	1
1	12.0	4	6	1331.0	1	1	2.0	3	2	1.0	1	22.0	2	1	1.0	1	1.0	1	1	0
0	12.0	4	1	741.0	2	4	4.0	0	2	3.0	0	22.0	1	1	1.0	1	1.0	1	1	0
0	24.0	4	4	1285.0	4	3	4.0	0	2	4.0	2	32.0	1	2	1.0	1	1.0	1	1	0
2	18.0	4	7	1943.0	1	1	4.0	0	2	4.0	3	23.0	1	1	1.0	1	1.0	1	1	0
0	18.0	0	3	3114.0	1	1	1.0	0	2	4.0	0	26.0	1	2	1.0	1	1.0	1	1	0
0	24.0	2	4	1199.0	1	2	4.0	3	2	4.0	1	60.0	1	1	2.0	3	1.0	1	1	0
1	18.0	2	3	1928.0	1	1	2.0	3	2	2.0	3	31.0	1	1	2.0	3	1.0	1	1	0
1	30.0	4	4	2150.0	1	0	4.0	0	1	2.0	2	24.0	0	1	1.0	1	1.0	1	1	0
1	24.0	4	6	2039.0	1	1	1.0	2	2	1.0	0	22.0	1	1	1.0	1	1.0	0	1	0
0	14.0	4	4	8978.0	1	2	1.0	1	2	4.0	0	45.0	1	1	1.0	0	1.0	0	0	0
0	12.0	1	6	626.0	1	0	4.0	0	2	4.0	3	24.0	0	1	1.0	3	1.0	1	1	0
3	24.0	2	4	1344.0	4	3	4.0	3	2	2.0	3	37.0	0	1	2.0	3	2.0	1	1	0
0	12.0	4	3	1282.0	1	0	2.0	0	2	4.0	1	20.0	1	2	1.0	1	1.0	1	1	0
0	15.0	4	4	3959.0	1	0	3.0	0	2	2.0	0	29.0	1	1	1.0	1	1.0	0	1	0
1	48.0	4	6	5951.0	1	0	2.0	0	2	2.0	3	22.0	1	1	1.0	1	1.0	1	1	0
2	36.0	2	4	7855.0	1	0	4.0	0	2	2.0	3	25.0	2	1	2.0	1	1.0	0	1	0
3	10.0	4	4	1240.0	2	2	1.0	0	2	4.0	2	48.0	1	0	1.0	3	2.0	1	1	0
3	30.0	3	0	1908.0	1	2	4.0	3	2	4.0	3	66.0	1	1	1.0	0	1.0	0	1	0
0	18.0	4	3	2039.0	1	0	1.0	0	2	4.0	3	20.0	0	2	1.0	1	1.0	1	1	0
0	24.0	1	6	1546.0	1	3	4.0	3	1	4.0	1	24.0	0	2	1.0	3	1.0	1	1	0
0	36.0	4	9	8229.0	1	0	2.0	3	2	2.0	0	26.0	1	1	1.0	1	2.0	1	1	0
2	48.0	2	4	10127.0	0	0	2.0	3	2	2.0	2	44.0	0	0	1.0	1	1.0	1	1	0
1	12.0	4	3	951.0	2	1	4.0	0	2	4.0	1	27.0	0	2	4.0	1	1.0	1	1	0
1	12.0	4	4	1223.0	1	2	1.0	1	2	1.0	3	46.0	1	2	2.0	1	1.0	1	1	0
0	24.0	4	4	1381.0	4	0	4.0	0	2	2.0	0	35.0	1	1	1.0	1	1.0	1	1	0
0	18.0	4	1	1217.0	1	0	4.0	2	2	3.0	3	47.0	1	1	1.0	3	1.0	0	1	0
3	21.0	2	2	2319.0	1	1	2.0	1	2	1.0	1	33.0	1	2	1.0	1	1.0	1	1	0
